Timestamp,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
12:15.7,-0.067698158,0.110534072,-0.230187833,-0.115588158,-0.013669163,-1.046028495
12:15.7,-0.108543113,0.112953335,-0.163997814,-0.114352316,-0.035230309,-1.005333483
12:15.8,-0.111053519,0.130194068,-0.073457204,-0.076068372,-0.018049479,-0.987404585
12:15.8,-0.118830316,0.086746097,-0.035672538,-0.059879154,0.018235505,-1.000161111
12:15.8,-0.154291242,0.038561836,-0.028760504,-0.067104071,0.063992187,-1.012638807
12:15.8,-0.215700492,0.015296152,-0.062504016,-0.092763774,0.080021903,-1.00483954
12:15.8,-0.121289805,0.051116999,-0.059596647,-0.09479009,0.0840085,-1.003282368
12:15.8,-0.026162358,0.066898674,-0.095849395,-0.118027244,0.082698107,-0.988343716
12:15.8,-0.07872843,0.025938231,-0.136140168,-0.125502104,0.08327888,-0.989381135
12:15.8,-0.049894188,0.002002451,-0.143318698,-0.113796882,0.091992214,-0.982270479
12:15.8,-0.025397347,0.02006028,-0.151471585,-0.094401289,0.09301506,-0.995560884
12:15.8,-0.049851958,0.049438454,-0.173872426,-0.071221832,0.093335949,-0.995148897
12:15.8,0.076495618,0.000951346,-0.165441528,-0.045692958,0.106459022,-0.988648653
12:15.8,0.113249071,-0.031159585,-0.157527074,-0.032493383,0.097029813,-1.019257724
12:15.9,0.070649244,-0.021449747,-0.122799248,-0.034369826,0.101394475,-1.001176
12:15.9,0.027381947,-0.030211277,-0.09040869,-0.031668957,0.066391058,-0.992905736
12:15.9,0.081584036,-0.0567827,-0.053876646,-0.040320765,0.070267141,-0.983262122
12:15.9,0.07271117,-0.048120547,-0.019616874,-0.049033489,0.050385267,-0.987427711
12:15.9,0.03257405,-0.003264084,0.019593179,-0.053718038,0.062608123,-0.973435342
12:15.9,-0.066424362,0.029769989,0.022431377,-0.077491481,0.051316798,-0.972748697
12:15.9,-0.033464737,0.012439823,0.048149124,-0.078117225,0.0627914,-0.985505044
12:15.9,-0.037474331,0.010857994,0.083048522,-0.075447027,0.056657448,-1.009598613
12:15.9,-0.132184669,-0.002949652,0.08251635,-0.090904061,0.077790827,-0.998215556
12:15.9,-0.084431268,-0.033214215,0.065479249,-0.09111746,0.078263536,-0.997086525
12:15.9,0.062800266,-0.029091377,0.055934742,-0.081321068,0.088410877,-0.990189493
12:15.9,-0.058931693,-0.023971759,0.050056946,-0.085928902,0.091600031,-0.981644571
12:16.0,-0.137473524,-0.029018097,0.054264076,-0.077765156,0.103959262,-0.98971653
12:16.0,-0.104805745,-0.018072814,0.028737476,-0.066595532,0.101822533,-1.008317113
12:16.0,0.004283298,-0.015293893,0.015536319,-0.066717386,0.097382031,-0.996430516
12:16.0,0.04922232,-0.026275173,0.021935098,-0.060705237,0.099701464,-0.99197495
12:16.0,0.026472641,-0.055104911,0.046954632,-0.053075656,0.086167015,-0.994217992
12:16.0,0.007340996,-0.03645768,0.10138078,-0.065267242,0.082581267,-0.978898168
12:16.0,-0.027580965,-0.017852612,0.131110251,-0.067006767,0.071701758,-0.990906835
12:16.0,-0.051068947,-0.056605205,0.149805844,-0.062688477,0.078674816,-0.995515049
12:16.0,-0.003274354,-0.069061823,0.178082809,-0.064855047,0.074982136,-1.006989658
12:16.0,-0.051092681,-0.067031078,0.206559196,-0.078114741,0.092728101,-1.00444144
12:16.0,-0.151157692,-0.052179474,0.195121527,-0.096821912,0.122299291,-0.966325045
12:16.0,-0.196288824,-0.041211423,0.169902593,-0.112797774,0.128081687,-0.951676667
12:16.1,-0.159747481,-0.021297589,0.139233306,-0.1222734,0.138380632,-0.969865203
12:16.1,-0.176361471,-0.023798741,0.060690548,-0.124165319,0.160398267,-0.975877285
12:16.1,-0.132183343,-0.038675025,-0.036365893,-0.130772054,0.161648676,-1.001206994
12:16.1,0.0905938,-0.044769537,-0.101282112,-0.128543817,0.148556486,-1.007219017
12:16.1,0.231580868,-0.088777564,-0.125502482,-0.095721595,0.136533208,-1.014375389
12:16.1,0.141008809,-0.158639014,-0.118212484,-0.070482761,0.126554646,-1.015214622
12:16.1,-0.00353098,-0.199766129,-0.088754602,-0.052903652,0.101393074,-1.013383627
12:16.1,0.045419782,-0.233135536,-0.015148555,-0.047226414,0.0695327,-0.995805621
12:16.1,0.089082897,-0.270190299,0.060373567,-0.050414599,0.052534766,-0.997407794
12:16.1,0.027302094,-0.273098052,0.132429719,-0.054792993,0.071883209,-0.985521257
12:16.1,0.061542347,-0.238063067,0.18999508,-0.073881038,0.050856881,-1.002534866
12:16.1,0.083606675,-0.226292327,0.247064084,-0.105847672,0.050369062,-1.007936537
12:16.2,0.034773469,-0.242380276,0.268470615,-0.1615569,0.057174794,-0.974062026
12:16.2,0.177277252,-0.176975921,0.173484802,-0.212871552,0.134613425,-0.957323194
12:16.2,0.784882724,-0.049969845,-0.227941975,-0.226680547,0.407443009,-1.025850236
12:16.2,0.898802221,-0.214164689,-0.931714714,-0.329295218,0.629309915,-1.051789999
12:16.2,0.686893821,-0.363116205,-1.782577753,-0.497735471,0.768672867,-0.978868246
12:16.2,-0.227332532,-0.650119901,-2.649274826,-0.581534639,0.678480926,-1.037309706
12:16.2,-1.906176686,-1.24872756,-3.392950058,-0.598528817,0.605953963,-1.004580319
12:16.2,-4.089571476,-1.460177302,-4.073542118,-0.583507344,0.486239575,-0.933186471
12:16.2,-6.154414654,-0.934036076,-4.769612312,-0.47650522,0.426058263,-0.970300257
12:16.2,-8.481906891,-0.87639159,-5.06439209,-0.29668653,0.347377419,-0.911670506
12:16.2,-10.24648857,-0.072935618,-5.266784668,-0.359372824,0.456743479,-0.591956735
12:16.2,-10.25204182,1.565201521,-4.927893639,-0.461611092,0.878919601,-0.528856099
12:16.3,-8.279177666,1.851707458,-3.954796791,-0.284157395,1.097767413,-0.782586753
12:16.3,-6.364244461,2.225334406,-3.07149744,-0.41629076,0.964754522,-0.423793823
12:16.3,-6.718664646,2.255233526,-3.069832087,-0.485603631,0.907093823,-0.241251856
12:16.3,-5.078422546,1.616749048,-2.250890732,-0.320802093,1.17080009,-0.433158658
12:16.3,-3.805207253,1.674177289,-2.077820539,-0.59394449,1.035597622,-0.243223909
12:16.3,-3.85734129,1.122352719,-1.447282672,-0.574286461,0.645618737,-0.014439413
12:16.3,-3.407833099,0.95394671,-1.082058787,-0.719989479,0.716179729,-0.015497796
12:16.3,-3.708732367,0.521806538,-0.846879601,-0.702255964,0.505703986,-0.104905605
12:16.3,-3.134535074,0.515639663,-0.676585615,-0.879957855,0.446519017,0.067405418
12:16.3,-3.07036829,0.648853362,-0.514415979,-0.949490488,0.354070008,0.178576693
12:16.3,-3.713010788,0.416513711,-0.37131685,-0.840770245,0.236489236,0.159177661
12:16.3,-4.775640488,0.154993519,0.009894679,-0.759836972,0.077604085,0.208486348
12:16.4,-1.709416389,0.467170835,0.255533069,-0.764414787,0.409851551,0.334320247
12:16.4,-1.230546951,0.436114699,0.134212032,-0.64345783,0.390869975,0.883865356
12:16.4,-2.548010111,0.639001131,0.063132666,-0.632028699,0.411013424,0.737455457
12:16.4,-1.811521053,0.69816649,-0.158334613,-0.624093294,0.670141071,0.514889807
12:16.4,-1.733435631,0.267565608,-0.083510369,-0.573998034,0.480614573,0.161205679
12:16.4,-0.682368755,0.175814047,0.079277419,-0.715690672,0.563394904,0.120463133
12:16.4,-0.331128538,0.125811785,0.209262043,-0.77442199,0.454554081,0.204417318
12:16.4,-0.782381058,-0.050359294,0.29336381,-0.768898547,0.441873699,0.443887889
12:16.4,-0.725548625,0.012291529,0.149165019,-0.826211035,0.538523078,0.412621498
12:16.4,-0.419782132,-0.121512167,0.12313129,-0.760979831,0.484079868,0.240043133
12:16.4,-0.236399472,-0.131509542,0.131437764,-0.752054095,0.46349597,0.238730609
12:16.4,-0.130228668,-0.287897348,0.309510291,-0.693385184,0.440622002,0.273825049
12:16.5,-0.07847172,-0.490404814,0.398099065,-0.636852145,0.448508918,0.287937284
12:16.5,-0.113847435,-0.899785221,0.440971434,-0.613279164,0.390462995,0.340439975
12:16.5,0.014616076,-0.940784395,0.331442893,-0.657821476,0.480137527,0.354733676
12:16.5,0.56002295,-1.111778855,0.359718472,-0.528505623,0.604174703,0.353464156
12:16.5,1.362037897,-1.658903241,0.390540808,-0.542730033,0.727737278,0.43329531
12:16.5,1.454254389,-1.874059558,0.200133383,-0.70095253,0.57668671,0.483782679
12:16.5,2.210980177,-1.896359324,0.170458794,-0.575407267,0.456321597,0.365128249
12:16.5,3.719288826,-2.407580376,0.375044435,-0.619312227,0.59094286,0.493179351
12:16.5,4.379481792,-1.829290867,0.438028693,-0.764885724,0.747549534,0.772616386
12:16.5,5.051700115,-1.725892663,0.960233271,-0.560254931,0.661189198,0.60148114
12:16.5,5.687971115,-1.915859222,1.40422976,-0.480061114,0.667677701,0.418036044
12:16.5,5.449611187,-1.758958101,1.813075781,-0.551953018,0.741183877,0.418539047
12:16.6,3.592946768,-1.716169119,2.131595373,-0.500661284,0.80416441,0.359317362
12:16.6,2.081611633,-1.653497577,2.476362467,-0.433639109,0.759312809,0.200647868
12:16.6,2.123865604,-1.826117158,2.350667477,-0.398889869,0.949127376,0.108398661
12:16.6,1.37720108,-1.868307471,2.408812523,-0.35660243,0.981899619,0.09955364
12:16.6,0.493163645,-1.737989426,2.331986904,-0.343901932,0.910882652,0.14592639
12:16.6,1.281148553,-1.744693041,2.064487219,-0.366235003,1.264915466,0.198937761
12:16.6,1.265081286,-1.655769229,1.804534078,-0.344529837,1.348929524,0.079085577
12:16.6,-0.245053768,-1.302062392,1.244949102,-0.377433993,1.1038118,0.06109678
12:16.6,-0.163687944,-0.893002689,0.725566983,-0.361462045,1.266897738,0.050948251
12:16.6,-0.244932011,-0.877084434,0.339426041,-0.307722534,1.326437771,0.018706322
12:16.6,-0.383746743,-0.616495073,0.020540066,-0.313002763,1.117544532,0.006100383
12:16.6,0.355232626,-0.31084761,-0.334421962,-0.332456942,1.181662083,-0.022479385
12:16.7,0.803129733,-0.156445026,-0.567766368,-0.293224564,1.158148408,-0.073608827
12:16.7,0.541669846,-0.18016389,-0.836342216,-0.264000807,1.121481597,-0.063275903
12:16.7,0.416404754,0.025496546,-1.133262634,-0.239368811,1.09334439,-0.096507907
12:16.7,0.540201902,0.211209327,-1.368545294,-0.246046692,1.180655599,-0.081827141
12:16.7,0.733772457,0.290298313,-1.623960853,-0.30947113,1.257225633,-0.013678417
12:16.7,1.168648124,0.543069839,-1.942556024,-0.351211816,1.22120136,-0.08183527
12:16.7,1.31067729,0.694193542,-2.293038607,-0.37567845,1.160917401,-0.13627246
12:16.7,1.164246321,0.726408362,-2.551787853,-0.395704031,1.138537169,-0.137975112
12:16.7,0.737236798,0.696573615,-2.676202536,-0.422321081,1.034660459,-0.12977618
12:16.7,0.192828998,0.826174915,-2.846101522,-0.441049218,0.947080553,-0.236630589
12:16.7,-0.459569842,0.783747673,-2.905878544,-0.494186521,0.967350483,-0.299174547
12:16.7,-1.457381606,1.090902567,-2.884367704,-0.591025054,0.811624765,-0.254055858
12:16.8,-1.798809886,1.194628239,-2.867443085,-0.555845618,0.800476193,-0.188491136
12:16.8,-2.274659634,1.220282912,-2.541049957,-0.53195858,0.605092883,-0.208421916
12:16.8,-2.262970924,1.452945352,-2.470221519,-0.526078045,0.597621024,-0.284749225
12:16.8,-1.364826202,1.0380615,-2.001006842,-0.480007052,0.714585245,-0.241292745
12:16.8,-0.695575178,0.454363108,-1.539257169,-0.515937507,0.572896779,-0.323431388
12:16.8,-0.135461897,0.408376098,-1.018806934,-0.611302018,0.449167311,-0.440603346
12:16.8,-0.040737491,0.453955561,-1.052591681,-0.610475779,0.447401226,-0.408436775
12:16.8,0.228821501,0.161268368,-0.755653203,-0.618210137,0.584718227,-0.233279556
12:16.8,-0.26466462,0.29887265,-0.616517544,-0.672423363,0.575046629,-0.126986355
12:16.8,0.29663533,0.311061084,-0.507346928,-0.646757126,0.58670634,-0.146257281
12:16.8,1.313457608,0.138186514,-0.447719932,-0.677869141,0.509835333,-0.156203359
12:16.8,0.765250266,0.003724006,-0.449619651,-0.727794766,0.319485128,-0.221005201
12:16.9,0.367947668,-0.117048353,-0.313148946,-0.774455667,0.290968508,-0.312892705
12:16.9,0.582654893,-0.124308527,-0.383913338,-0.812311769,0.377777666,-0.308726788
12:16.9,0.536982536,-0.102644384,-0.144211203,-0.835519671,0.344225377,-0.229044855
12:16.9,0.344433725,-0.113343455,-0.117074654,-0.817864895,0.330432504,-0.283136874
12:16.9,-0.156489909,-0.045881942,0.007415476,-0.809350252,0.321598113,-0.26529941
12:16.9,-0.304763436,-0.069659226,0.239664763,-0.802560329,0.372927815,-0.296626419
12:16.9,0.066572741,-0.018062025,0.206545621,-0.824777305,0.413301319,-0.326152682
12:16.9,0.035030443,-0.00705314,0.184306771,-0.846215963,0.408723056,-0.301280886
12:16.9,-0.097013965,-0.05206744,0.25859198,-0.848138928,0.425979912,-0.354381621
12:16.9,0.157331228,-0.038587321,0.349652112,-0.854044437,0.464598536,-0.368831962
12:16.9,0.350984603,-0.01736632,0.314513773,-0.865794122,0.44875896,-0.309368104
12:16.9,0.023976061,-0.004425443,0.35253033,-0.852657199,0.362347603,-0.319789112
12:17.0,0.226467848,-0.08606118,0.392706633,-0.829464436,0.443294019,-0.371302754
12:17.0,0.119704381,0.005940246,0.418773323,-0.86375165,0.461862862,-0.303736538
12:17.0,0.039438911,-0.012351988,0.380469412,-0.827039719,0.466027677,-0.311975896
12:17.0,-0.004979351,-0.040165108,0.355948031,-0.818587005,0.45449087,-0.300668925
12:17.0,0.164625391,-0.06488502,0.365120351,-0.795867324,0.483603448,-0.333750159
12:17.0,0.156284466,-0.120326966,0.336299896,-0.816314459,0.484029651,-0.313227206
12:17.0,0.165006757,-0.12215852,0.332867473,-0.827163637,0.459507734,-0.306681603
12:17.0,0.166421652,-0.156688929,0.342638403,-0.791306257,0.53989017,-0.325953305
12:17.0,0.114624009,-0.190132231,0.422661036,-0.765489042,0.541842133,-0.334010243
12:17.0,0.235656112,-0.172291994,0.473060519,-0.7382375,0.51097244,-0.299510419
12:17.0,0.465523809,-0.283432692,0.607726693,-0.673434377,0.499755681,-0.300486922
12:17.0,0.41578415,-0.453905553,0.794193923,-0.629398584,0.492307365,-0.332454294
12:17.1,0.159318462,-0.612114251,1.064457536,-0.607183158,0.500605285,-0.329022348
12:17.1,0.166404605,-0.77141881,1.330799818,-0.592399359,0.559088051,-0.274474353
12:17.1,0.264409542,-0.943888485,1.534069538,-0.566492796,0.612458885,-0.234940946
12:17.1,0.323768348,-1.091940403,1.72324276,-0.549223185,0.623684347,-0.215442657
12:17.1,0.268713742,-1.151767254,1.834723234,-0.548463941,0.638830781,-0.244605303
12:17.1,0.47981298,-1.227753997,2.078772783,-0.537772238,0.695282578,-0.232416227
12:17.1,1.14136672,-1.287266016,2.316892624,-0.5186131,0.682230651,-0.215953097
12:17.1,1.28662312,-1.440800667,2.537962198,-0.476978898,0.805180609,-0.181223407
12:17.1,0.521066904,-1.546344399,2.741155863,-0.414166331,0.712157428,-0.258113012
12:17.1,0.546089888,-1.565958261,3.098265409,-0.290732145,0.607140303,-0.213620305
12:17.1,2.285330296,-1.679894209,3.670422792,-0.078891128,0.588382065,-0.372690722
12:17.1,2.585817814,-2.012277603,4.114038467,0.067762613,0.512787044,-0.382646859
12:17.2,0.995378137,-1.376559258,4.500174999,0.151044905,0.369443715,-0.221096277
12:17.2,-0.796651781,-1.960572243,5.389409542,0.48885572,0.473643184,-0.211499095
12:17.2,-1.975331903,-2.753722191,5.671677589,0.539158389,0.556069911,-0.139193326
12:17.2,-2.891043186,-2.791650772,5.262959957,0.465346664,0.653680921,-0.140270531
12:17.2,-2.735725403,-3.014086008,5.245711327,0.631937623,0.873304844,-0.219548568
12:17.2,-2.319445848,-2.554777384,4.937170029,0.668737859,0.855536342,-0.270715967
12:17.2,-2.285895109,-2.448388338,4.387414455,0.768956423,0.849717498,0.017443024
12:17.2,-1.673958659,-3.274594307,4.132029057,1.143790722,1.115216136,-0.180828176
12:17.2,-1.19684577,-2.897223473,3.704097271,1.233867764,1.244347811,-0.226003543
12:17.2,-3.805542231,-3.241274595,2.238245249,1.280446529,1.229311228,0.069806784
12:17.2,-5.123397827,-4.441038609,0.50229007,1.202763498,1.672900498,-0.033753216
12:17.2,-2.95415616,-2.887578964,-0.602811396,0.5945822,1.984710217,-0.529616222
12:17.3,-2.1980896,-2.146815062,-1.601397395,0.224134564,2.168725371,-0.69205983
12:17.3,-1.455140591,-2.1969347,-3.066305637,0.516349673,2.68258673,-0.664135084
12:17.3,-1.424386024,-2.131093979,-4.512722492,0.606131852,2.842914104,-0.483149007
12:17.3,-1.830665231,-1.602568626,-5.921802998,1.118955642,3.293340504,-0.555737093
12:17.3,-2.015447617,-1.374392986,-6.712381363,2.028223395,3.598474741,-0.1005124
12:17.3,-0.670320392,-0.337393463,-7.237654209,2.516657677,3.613713086,0.356894568
12:17.3,0.426147282,1.417885184,-7.925980568,2.673001722,3.34691596,0.355247036
12:17.3,0.875078142,2.724206448,-8.754549026,2.506851971,2.736682594,0.309949279
12:17.3,1.692375898,2.784529209,-9.29297924,2.1871804,1.935496688,0.348977342
12:17.3,3.853867054,2.35588932,-9.617948532,1.935312152,1.147993207,0.328744411
12:17.3,5.37997961,1.128594279,-9.626788139,1.887306094,0.736919791,0.338677138
12:17.3,6.858555794,-0.805790842,-9.715042114,1.77572149,0.248032793,0.640665591
12:17.4,8.658634186,-2.886215925,-9.183966637,1.710496664,0.19789812,0.494178951
12:17.4,8.5116539,-3.686181068,-7.317195415,1.607786655,-0.2670452,0.610126331
12:17.4,5.856628418,-3.74368906,-4.64883852,1.211342335,-0.588073373,1.100202814
12:17.4,1.953539491,-1.472580194,-2.445505381,0.886009514,-1.127085149,1.240395516
12:17.4,1.495535493,1.035667658,0.164445892,1.281055003,-1.562219858,1.422197372
12:17.4,0.289684594,3.165016174,2.066907406,1.644099653,-1.612012506,1.478411078
12:17.4,-1.95780766,3.616363049,3.566964388,1.620921254,-1.295169592,1.64114137
12:17.4,-3.556550503,3.176560402,4.617262363,1.474010468,-1.093809307,1.341097474
12:17.4,-2.679098368,4.047183037,5.452824116,1.185330153,-0.785658777,0.784065716
12:17.4,-2.243273973,5.64056015,6.531805038,1.247109532,-0.356010169,0.520860389
12:17.4,-2.943195581,7.04155159,8.322506905,1.734234214,0.334798589,0.339004964
12:17.4,-4.591514111,8.713686943,10.36620808,2.467985034,1.553412668,-0.396040559
12:17.5,-8.272285461,9.042993546,10.38928223,2.86768055,2.571793199,-0.908150375
12:17.5,-4.596874237,6.760192394,9.414244652,3.177321076,2.096822739,0.551410019
12:17.5,-0.311523944,6.300719738,7.846031666,3.143001422,2.188733935,0.721509695
12:17.5,-1.462078571,6.662409782,5.829244137,2.920014471,2.107883275,-0.016812027
12:17.5,-2.890861034,5.907532215,4.800262451,2.661468148,1.83547461,-0.312106311
12:17.5,-3.223938465,3.61158824,3.999497652,2.327950835,1.749636531,-0.903576225
12:17.5,-4.835886002,1.528623581,3.233084679,1.231823564,1.316631317,-0.089690536
12:17.5,-5.829499245,-0.093619853,2.819119692,1.224828005,2.131977051,-1.576430269
12:17.5,-5.089993954,-0.39773047,1.926095843,0.707626581,3.027767479,-2.289757684
12:17.5,-1.935424447,-0.649675727,0.548510432,1.803799927,4.463121265,-2.676863995
12:17.5,-0.072310977,-3.536402464,-3.431652546,3.067215502,4.898051649,-2.827230789
12:17.5,-1.692423224,-3.528356314,-5.427803993,2.643368423,3.830375493,-1.26722227
12:17.6,0.467009395,-3.490447521,-6.414367676,3.264542699,3.962602615,-0.711928949
12:17.6,1.740007162,-2.800826788,-7.503480911,3.324506164,3.337508082,-0.046205997
12:17.6,2.95407486,-2.066856384,-8.520432472,2.768724322,2.829409838,0.394878596
12:17.6,3.358444214,-1.560070634,-9.329721451,2.201137131,2.127199888,0.238719016
12:17.6,4.194333553,-1.512715697,-9.528276443,2.091573253,1.439163864,0.312203825
12:17.6,5.587857246,-1.897171974,-9.418463707,2.191477478,1.361281037,0.528586268
12:17.6,6.809024334,-2.614309072,-8.749869347,2.134131134,1.190547138,0.51206857
12:17.6,7.006843567,-3.098698616,-7.610486984,1.991477072,1.04198966,0.316569567
12:17.6,7.232589722,-3.830674648,-6.34059,1.631619513,0.907787323,0.257333755
12:17.6,7.678373337,-4.584363937,-4.603263378,1.398235619,0.871522546,0.095012635
12:17.6,6.904875278,-5.457276821,-2.639541626,1.215263605,0.603965998,0.035419866
12:17.6,3.623279095,-5.652541637,-2.546405792,1.037765503,0.199876845,0.264342278
12:17.7,5.168374062,-3.415976524,-0.661287427,0.789787531,-0.332974553,1.186939269
12:17.7,4.701066494,-1.660237432,0.119096197,1.155397952,-1.424901605,2.18338874
12:17.7,1.685740471,1.031971216,1.369887233,1.088626981,-1.733336091,3.085081339
12:17.7,-3.362883091,3.15955472,2.64406395,1.02339071,-1.21528995,3.190513134
12:17.7,-5.923823357,4.832788944,3.505959749,1.036588669,-1.223134935,2.522357374
12:17.7,-4.807896614,7.037580013,4.253264427,1.289653897,-0.419434667,1.272255667
12:17.7,-6.936128139,7.947517872,5.08362484,1.510881484,0.442680508,0.111821234
12:17.7,-10.46337032,6.628073215,6.112999439,1.829203606,1.362838671,-0.368317842
12:17.7,-11.31540966,3.995486021,6.788267136,2.054529965,1.632315755,0.18063277
12:17.7,-6.915555477,2.806483269,7.527495384,2.104540586,1.781636059,0.576377869
12:17.7,-3.217702389,3.02093029,7.707232952,1.818423182,1.395329654,0.52171284
12:17.7,-1.761231065,3.08985424,7.587425709,1.803006798,1.263477981,0.571284324
12:17.8,-1.695086956,3.303762913,7.35883379,1.704611219,1.253386021,0.621845901
12:17.8,-2.715670109,3.122379541,6.584033966,1.747590929,1.307083547,0.57373929
12:17.8,-3.973380566,1.921670556,5.701035976,1.830188751,1.439184606,0.400808185
12:17.8,-2.777426481,0.906098247,4.635726929,1.605482042,1.942337513,-0.367427826
12:17.8,-4.010481834,-0.304554403,3.568254948,1.191771507,2.580318093,-0.716240499
12:17.8,-4.250742435,-1.754382372,3.003840923,1.380298615,3.802115619,-1.150851022
12:17.8,-3.729001522,-2.06878686,0.561736345,1.683271587,5.371107519,-1.681434579
12:17.8,-1.270211458,-1.638913035,-2.195475578,1.877517939,5.560512006,-1.16605385
12:17.8,2.614526272,-1.256763935,-3.622220278,1.938653648,4.886596859,-0.88078356
12:17.8,2.516083479,-1.95834136,-4.797143936,2.546486735,4.203738272,-0.271211192
12:17.8,1.6802665,-2.119435549,-6.331377983,2.443832844,3.438725471,0.023479491
12:17.8,1.994440675,-1.363231301,-7.527628422,2.041611344,2.674890399,0.09189567
12:17.9,2.319623709,-0.876533449,-8.560084343,1.63539774,1.840475082,0.164354324
12:17.9,3.871320724,-0.920713902,-9.326239586,1.74174574,1.558882296,0.260435939
12:17.9,5.7484231,-1.938507915,-9.586299896,2.291879833,1.834832072,0.295044124
12:17.9,6.657911777,-2.71974206,-9.322750092,2.626949847,1.520343423,0.278530121
12:17.9,6.702156067,-3.439504623,-8.560665131,2.259616375,1.006049186,0.144220829
12:17.9,7.13960743,-4.481407642,-7.591259003,1.958142936,1.044473886,0.461328596
12:17.9,6.728577614,-5.134028435,-6.16623354,1.635144413,0.687855929,0.361338705
12:17.9,6.076436996,-5.328692436,-4.025579929,1.281040847,0.26698339,0.467412267
12:17.9,3.623303175,-3.799021006,-2.281213045,0.880304813,0.025766671,0.819720685
12:17.9,0.648340702,-1.967175841,-0.926827371,0.907304883,-1.26641947,1.866533309
12:17.9,0.347831607,0.833858788,0.97496438,1.067125022,-1.823427081,2.25372225
12:17.9,-1.171058893,2.578714371,2.79055953,0.974817514,-2.276955307,2.65834567
12:18.0,-3.717640877,2.869582653,4.078173161,0.729910791,-1.784900308,2.434348971
12:18.0,-3.761489868,3.72251153,5.127733707,0.577808082,-1.61519441,1.577253742
12:18.0,-3.238912582,4.662610531,5.718279362,0.690822124,-0.947205037,0.792472884
12:18.0,-2.821630478,5.216715813,6.777071476,0.973521292,0.059019715,-0.286985368
12:18.0,-3.314138889,4.84709549,6.879536629,1.415634036,0.734399185,-0.511878103
12:18.0,-1.995559573,3.171433449,6.254974365,1.221646667,1.799399555,-1.199624419
12:18.0,-1.708593369,0.673124611,4.960711479,0.993389726,2.022139847,-1.229116559
12:18.0,-5.314578056,-0.095781855,3.627997637,0.217468858,1.848701775,-0.753875315
12:18.0,-4.95981741,-1.163976312,3.15946722,-0.006127954,1.621874213,-0.346485406
12:18.0,-1.930387139,-1.301476836,2.28354907,-0.458223671,1.341558158,-0.240376532
12:18.0,-0.69082427,-0.044004545,0.88795805,-0.55632773,1.010758162,-0.051005512
12:18.0,0.453401297,-0.524712026,0.608751714,-0.423258066,1.244688928,0.21698302
12:18.1,0.169223502,0.634236574,-0.310495377,-0.816585541,1.567976773,-0.067819178
12:18.1,-1.558452249,-0.336655706,-0.231885791,-0.834269524,1.994779587,-0.909818515
12:18.1,-0.323851645,-0.376317859,-1.040309668,-1.220038503,2.939588487,-0.767596409
12:18.1,-0.449273497,-0.055866484,-1.876031995,-1.084992319,3.169892192,-0.539296106
12:18.1,-1.058265686,0.241176337,-2.871502399,-1.028326571,3.439794064,-0.451577052
12:18.1,-0.123712093,1.271076322,-4.118589878,-1.228936434,3.272459626,-0.419595018
12:18.1,0.614871085,1.624692082,-4.921067238,-0.685526073,2.514417708,-0.580676198
12:18.1,1.729300737,0.873639941,-5.937679768,-0.553370416,1.909793139,-0.708857864
12:18.1,4.352301121,0.996459067,-7.078480721,-0.527814031,1.429843277,-0.70367524
12:18.1,5.674933434,-0.017548569,-7.421573639,0.441035032,1.168256581,-0.510292262
12:18.1,4.950393677,-1.644642234,-7.136370659,1.116145909,0.992014021,-0.093289465
12:18.1,4.335099697,-2.576104879,-6.72867918,1.315038264,0.566971779,0.106402099
12:18.2,4.544149876,-3.496860266,-5.592442036,1.13710928,0.410720766,0.182307206
12:18.2,3.776566505,-3.848889828,-4.809646606,1.105340302,0.051060617,0.334547855
12:18.2,2.954403162,-3.626716614,-3.915076733,0.983572662,-0.512037873,0.577550948
12:18.2,4.056506157,-2.561771393,-1.776554585,1.139685154,-1.085489869,1.135145664
12:18.2,2.551096439,-1.475347161,-0.201661646,1.007811099,-1.569121778,1.65127036
12:18.2,0.731043696,0.066199809,1.980791807,0.990967602,-1.650960028,1.663897038
12:18.2,-1.652932405,2.329707384,3.105782509,1.382672668,-1.537592888,2.079138905
12:18.2,-3.390428066,3.369862795,3.77337265,0.851363838,-1.87022388,2.306893378
12:18.2,-2.059906244,4.285200119,4.092833996,0.699175179,-1.893273771,1.998595536
12:18.2,-1.339658618,6.222980976,4.32365799,0.825884342,-1.350915432,1.417626284
12:18.2,-3.754016876,7.697591782,4.663599968,1.609843135,-0.207639664,0.62795873
12:18.2,-5.872653961,8.848954201,6.379741669,1.921821475,1.031800747,-0.039096475
12:18.3,-8.730672836,7.451579571,7.632770061,2.569309115,1.58583004,-0.329284012
12:18.3,-9.270804405,6.155569553,8.271362305,2.645188272,2.056964576,0.146312177
12:18.3,-6.34900713,3.686166048,8.507660866,2.306570768,1.496372163,0.831113338
12:18.3,-2.043022394,2.884912729,7.885363102,2.468120486,1.216750622,1.15446502
12:18.3,-0.445382267,3.143300533,7.357668877,2.316393331,1.435911834,0.959925592
12:18.3,-1.240044355,3.213803291,6.366089821,2.301816344,1.329932153,0.580798626
12:18.3,-2.90333128,3.002364874,5.301307201,2.131835461,1.259827435,0.302722514
12:18.3,-3.2928617,2.215901852,4.579099178,1.975747108,1.722270548,-0.035645336
12:18.3,-3.534859419,1.883785605,3.739917517,1.23781687,1.928108096,0.04653573
