Timestamp,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
12:03.4,4.542166233,-4.023485661,-6.295239449,2.207544178,2.524501562,-0.314617723
12:03.4,4.647097588,-4.71220541,-6.690997124,1.785918683,1.711559892,-0.247262418
12:03.4,3.84608674,-5.040568829,-6.814697266,1.895390987,1.383818865,0.065834522
12:03.4,4.265703678,-5.175817013,-6.918966293,2.383601397,1.810595572,0.206688941
12:03.4,4.14966774,-4.85296154,-6.879328728,2.377838373,1.622215241,0.194267511
12:03.4,3.988435507,-4.399302483,-6.601579189,2.05342412,1.571378276,0.290091097
12:03.4,3.897839308,-4.328512669,-6.424284458,1.837880194,1.720431335,0.247867465
12:03.4,3.840527058,-4.676599979,-6.057855129,1.587468147,1.598198175,0.179565966
12:03.4,3.133938551,-5.214473724,-5.225575924,1.308063924,1.165462971,0.398723811
12:03.4,1.206836343,-5.262331486,-4.325761318,1.167498589,0.173904002,0.709160019
12:03.4,2.23584199,-4.059434414,-2.33514142,1.206727087,-1.483458042,1.611256428
12:03.5,1.65735805,-2.229062796,-0.204404429,1.334930241,-2.826383829,2.254503772
12:03.5,0.845281482,0.06133293,2.233687639,1.140014827,-3.571165919,2.792496562
12:03.5,-1.279728532,2.777260065,3.814972639,1.352449477,-2.979095936,2.898363039
12:03.5,-2.014506578,5.07305479,4.936981201,1.11316371,-2.590700626,2.393711388
12:03.5,-2.440194845,6.945474148,5.798170567,1.816016376,-1.22925362,1.436440267
12:03.5,-3.818907022,8.893165588,6.40776062,2.812735975,1.331303984,0.11979568
12:03.5,-4.484837055,9.464409828,6.063295364,3.235325694,2.512542356,-0.302988648
12:03.5,-2.898575306,8.829814911,5.428985119,2.981490731,2.535196722,-0.312627852
12:03.5,-1.883665681,8.791931152,5.176398277,2.694039255,2.284079701,-0.321978807
12:03.5,-3.424245119,8.40404129,5.34306097,2.239350647,1.728336692,-0.340075254
12:03.5,-4.665514469,7.234961987,5.243017673,2.317606047,1.620515823,0.032908559
12:03.5,-5.245402813,5.786746025,4.40147543,2.355838686,1.567276359,0.686026692
12:03.6,-4.963322163,4.214007378,3.568411589,2.352508545,1.671172976,0.303866029
12:03.6,-4.967477798,2.444043398,2.674648046,2.269299746,2.304382145,-0.42213589
12:03.6,-6.173089981,1.603051186,1.754810333,1.41653043,2.014450073,-0.603535935
12:03.6,-5.416642189,1.159775376,1.696331024,1.222941101,3.035736263,-1.826303054
12:03.6,-3.34209919,0.645139813,1.024586797,1.155084789,4.756959617,-3.080562223
12:03.6,1.699501395,-1.654530168,-2.491916656,1.893182993,6.379212797,-4.811443143
12:03.6,-1.407018781,-3.41610384,-4.561485291,2.367397189,4.670729876,-2.506341605
12:03.6,-2.003345728,-4.44933176,-6.233647346,3.410933316,4.358943641,-1.326805852
12:03.6,0.00863475,-3.493481636,-7.248807907,2.840472937,3.485207379,-0.169349186
12:03.6,1.970571518,-2.324818611,-8.089719772,2.371148378,2.692007244,0.202646077
12:03.6,2.966745138,-1.858784914,-9.054457664,2.050186612,1.83963573,0.201869965
12:03.6,4.110124111,-2.002640963,-9.335195541,2.132606447,1.482688725,0.425917029
12:03.7,4.594473839,-2.520877361,-9.422566414,2.501112819,1.713894129,0.605743796
12:03.7,3.866162539,-2.675252676,-9.773711205,2.602726698,1.973711878,0.589570016
12:03.7,4.850995541,-2.395516396,-9.574286461,2.701912463,2.330454901,0.51182586
12:03.7,5.157176971,-2.929130316,-9.498121262,2.590920985,2.285800844,0.579801887
12:03.7,4.710198402,-3.716186762,-8.78311348,2.236397147,1.771907836,0.49488312
12:03.7,4.028835773,-3.805663824,-7.422411919,1.696080327,0.611070991,0.84973716
12:03.7,3.55131793,-4.902178764,-5.930116177,1.25508213,-0.483514726,1.021378793
12:03.7,2.565958738,-3.883846998,-2.890630007,1.879514039,-1.120766044,1.305172801
12:03.7,-0.522597432,-1.895428538,-0.369685948,2.221461624,-2.303901911,1.820094526
12:03.7,-1.0018332,-0.275341004,2.193911552,2.068218082,-3.597633421,2.392146468
12:03.7,-0.802174509,2.286072969,3.828703642,2.029447556,-3.410699129,2.258282274
12:03.7,-0.97464323,5.324421883,4.973591805,1.703676164,-2.759043634,1.74947983
12:03.8,-1.822286963,7.317153454,6.294150829,2.041554987,-1.407087624,1.069308648
12:03.8,-4.155975819,8.342494965,7.687103271,2.739433825,0.839703381,0.04186438
12:03.8,-6.944982052,8.566135406,8.41138649,2.957939565,2.824513465,-0.636503637
12:03.8,-7.867333412,6.738862991,8.192095757,3.008488059,2.975764602,-0.327508152
12:03.8,-3.748233318,5.439984798,8.242516518,2.658277988,2.702731699,0.430473864
12:03.8,-3.069525003,5.961258411,7.844067097,2.56265977,2.428404689,0.328682959
12:03.8,-6.634894848,5.655489922,6.909786701,2.469909219,2.039912283,0.240210414
12:03.8,-6.261847019,4.593668938,7.268867016,2.370598108,1.968467832,0.742341489
12:03.8,-2.471987963,4.031207561,6.713366032,2.69343698,2.302956462,0.564587533
12:03.8,-3.089925051,3.067617655,4.732983589,2.094097733,2.415553093,-0.193762481
12:03.8,-4.335204124,1.713584542,3.78392005,1.536615252,2.532864749,-1.145411067
12:03.8,-3.406019926,0.868547022,2.544802904,0.664924562,3.672347248,-1.540235071
12:03.9,-2.132573605,1.976985574,2.281436205,0.435980856,5.490617186,-5.533157222
12:03.9,2.764739752,-3.285051107,-5.077816963,3.324577689,6.312361479,-2.784041554
12:03.9,0.763099134,-3.923968792,-7.339622974,2.214946628,5.017344117,-1.710216954
12:03.9,0.111554563,-4.930684566,-7.959332466,3.234864712,4.578207791,-0.820504203
12:03.9,-0.009578742,-3.106060982,-8.191679955,2.702293962,3.467533112,-0.215980515
12:03.9,0.690652132,-1.677039623,-8.607932091,2.345047149,2.802584529,0.536049098
12:03.9,2.393745422,-0.618839025,-9.020977974,2.044715911,2.001789153,0.583840638
12:03.9,4.466589928,-0.627370596,-8.697990417,1.842604876,1.073646367,0.652019083
12:03.9,6.003515244,-1.370888948,-8.695298195,1.76195246,1.700926125,0.805372626
12:03.9,5.108551502,-1.691664577,-8.557952881,2.215600252,2.006369203,0.599151254
12:03.9,5.670436859,-1.645709395,-8.233111382,2.053629816,1.975035971,0.504515976
12:03.9,6.299695969,-2.310853004,-8.001454353,1.952845514,2.575477719,0.296887308
12:04.0,4.346747875,-3.169016361,-7.640746593,2.031273782,1.956329346,0.169472396
12:04.0,4.585450172,-2.946362972,-7.150309563,1.657689452,1.418188155,0.390430368
12:04.0,4.846717358,-3.572293043,-5.710080624,1.699585736,0.280999601,0.53364411
12:04.0,3.429483652,-3.778763771,-3.59830761,1.982251167,-0.67375654,1.429543838
12:04.0,0.195757896,-3.923489571,-0.377458304,1.572168231,-2.379719675,1.954565823
